Asset_ID,MUTCD_Code,Description,Sign_Category,Legend_Text,Latitude,Longitude,Road_Name,Intersection_With,Condition_Rating,Status,Install_Date,Sheeting_Type,Sheeting_Manufacturer,Facing_Direction,Side_of_Road,Mount_Height,Measured_Value,Passes_Minimum,Replacement_Cost,Support_Tag,Support_Type,Support_Material,Support_Height_Inches,Support_Condition,Support_Status,Support_Install_Date
SGN-0119,R1-1,STOP,regulatory,STOP,39.800876,-89.638161,6th St,Edwards St,5,active,03/25/2024,Type IX,,0,S,82,,,,SUP-0053,square_tube,aluminum,88,5,rusted,03/25/2024
SGN-0120,D1-1,Street Name Sign,guide,EDWARDS ST,39.800876,-89.638161,6th St,Edwards St,5,active,03/25/2024,Type XI,3M,0,S,83,,,,SUP-0053,square_tube,aluminum,88,5,rusted,03/25/2024
SGN-0121,R2-1,Speed Limit,regulatory,SPEED LIMIT 30,39.798265,-89.647860,Edwards St,Archer Elevator Rd,3,active,11/16/2016,Type III,,0,S,79,,,,SUP-0054,square_tube,aluminum,81,3,active,11/16/2016
SGN-0122,D1-1,Street Name Sign,guide,ARCHER ELEVATOR RD,39.798265,-89.647860,Edwards St,Archer Elevator Rd,2,damaged,11/16/2016,Type IX,3M,90,W,89,,,321,SUP-0054,square_tube,aluminum,81,3,active,11/16/2016
SGN-0123,R1-1,STOP,regulatory,STOP,39.800518,-89.646575,9th St,Spring St,3,active,08/26/2022,Type XI,3M,0,S,90,708,true,,SUP-0055,square_tube,galvanized_steel,72,1,damaged,09/03/2020
SGN-0124,D1-1,Street Name Sign,guide,SPRING ST,39.800518,-89.646575,9th St,Spring St,3,active,09/03/2020,Type III,Avery Dennison,180,N,85,,,,SUP-0055,square_tube,galvanized_steel,72,1,damaged,09/03/2020
SGN-0125,R1-1,STOP,regulatory,STOP,39.757709,-89.662152,Old Jacksonville Rd,11th St,4,active,11/27/2023,Type IX,3M,180,N,78,,,,SUP-0056,square_tube,galvanized_steel,76,5,active,11/27/2023
SGN-0126,R1-3,Multi-Way Stop Plaque,regulatory,,39.757709,-89.662152,Old Jacksonville Rd,11th St,3,active,11/27/2023,Type III,,270,E,79,,,,SUP-0056,square_tube,galvanized_steel,76,5,active,11/27/2023
SGN-0127,D1-1,Street Name Sign,guide,11TH ST,39.757709,-89.662152,Old Jacksonville Rd,11th St,4,damaged,11/27/2023,Type III,Avery Dennison,90,W,90,,,,SUP-0056,square_tube,galvanized_steel,76,5,active,11/27/2023
SGN-0128,R1-1,STOP,regulatory,STOP,39.798976,-89.645593,Spring St,Bruns Ln,5,active,11/09/2021,Type III,3M,90,W,80,,,,SUP-0057,square_tube,aluminum,80,3,active,11/09/2021
SGN-0129,R1-3,Multi-Way Stop Plaque,regulatory,,39.798976,-89.645593,Spring St,Bruns Ln,4,active,05/06/2025,Type XI,3M,270,E,83,,,,SUP-0057,square_tube,aluminum,80,3,active,11/09/2021
SGN-0130,R1-1,STOP,regulatory,STOP,39.792674,-89.646271,9th St,Clear Lake Ave,4,replaced,01/04/2020,Type III,,180,N,85,,,,SUP-0058,square_tube,galvanized_steel,79,3,active,01/04/2020
SGN-0131,R1-3,Multi-Way Stop Plaque,regulatory,,39.792674,-89.646271,9th St,Clear Lake Ave,4,active,01/04/2020,Type III,,90,W,77,,,,SUP-0058,square_tube,galvanized_steel,79,3,active,01/04/2020
SGN-0132,D1-1,Street Name Sign,guide,CLEAR LAKE AVE,39.792674,-89.646271,9th St,Clear Lake Ave,4,active,01/04/2020,Type IX,3M,270,E,84,,,,SUP-0058,square_tube,galvanized_steel,79,3,active,01/04/2020
SGN-0133,R1-1,STOP,regulatory,STOP,39.840000,-89.678480,Dirksen Pkwy,Edwards St,2,active,07/26/2011,Type III,,180,N,84,,,271,SUP-0059,square_tube,aluminum,69,2,leaning,07/26/2011
SGN-0134,R1-3,Multi-Way Stop Plaque,regulatory,,39.840000,-89.678480,Dirksen Pkwy,Edwards St,2,faded,07/26/2011,Type I,3M,180,N,82,,,337,SUP-0059,square_tube,aluminum,69,2,leaning,07/26/2011
SGN-0135,D1-1,Street Name Sign,guide,EDWARDS ST,39.840000,-89.678480,Dirksen Pkwy,Edwards St,3,active,06/30/2016,Type I,3M,90,W,85,,,,SUP-0059,square_tube,aluminum,69,2,leaning,07/26/2011
SGN-0136,R2-1,Speed Limit,regulatory,SPEED LIMIT 25,39.776350,-89.638007,Stanford Ave,,2,faded,05/06/2018,Type IX,,0,S,86,361,true,221,SUP-0060,square_tube,aluminum,88,3,active,05/06/2018
SGN-0137,D1-1,Street Name Sign,guide,STANFORD AVE,39.776350,-89.638007,Stanford Ave,,4,active,05/06/2018,Type III,Avery Dennison,0,S,82,,,,SUP-0060,square_tube,aluminum,88,3,active,05/06/2018
SGN-0138,R1-1,STOP,regulatory,STOP,39.826528,-89.657419,Wabash Ave,2nd St,5,active,11/08/2022,Type III,3M,90,W,81,,,,SUP-0061,u_channel,aluminum,85,2,rusted,11/08/2022
SGN-0139,D1-1,Street Name Sign,guide,2ND ST,39.826528,-89.657419,Wabash Ave,2nd St,4,removed,11/08/2022,Type IX,3M,90,W,83,,,,SUP-0061,u_channel,aluminum,85,2,rusted,11/08/2022
SGN-0140,R1-1,STOP,regulatory,STOP,39.801303,-89.646424,5th St,Capitol Ave,4,obscured,12/01/2022,Type III,Avery Dennison,270,E,85,166,true,,SUP-0062,square_tube,aluminum,83,5,active,12/01/2022
SGN-0141,R1-3,Multi-Way Stop Plaque,regulatory,,39.801303,-89.646424,5th St,Capitol Ave,4,active,12/01/2022,Type IX,3M,270,E,86,,,,SUP-0062,square_tube,aluminum,83,5,active,12/01/2022
SGN-0142,D1-1,Street Name Sign,guide,CAPITOL AVE,39.801303,-89.646424,5th St,Capitol Ave,4,active,12/01/2022,Type III,3M,0,S,86,191,true,,SUP-0062,square_tube,aluminum,83,5,active,12/01/2022
SGN-0143,R2-1,Speed Limit,regulatory,SPEED LIMIT 25,39.834580,-89.595354,Peoria Rd,Iles Ave,5,active,01/26/2025,Type IX,3M,90,W,87,423,true,,SUP-0063,u_channel,galvanized_steel,82,5,active,01/26/2025
SGN-0144,D1-1,Street Name Sign,guide,ILES AVE,39.834580,-89.595354,Peoria Rd,Iles Ave,4,missing,01/26/2025,Type III,Avery Dennison,90,W,90,246,true,,SUP-0063,u_channel,galvanized_steel,82,5,active,01/26/2025
SGN-0145,R1-1,STOP,regulatory,STOP,39.799789,-89.643045,Adams St,Cook St,4,active,12/25/2025,Type XI,3M,180,N,86,,,,SUP-0064,u_channel,galvanized_steel,80,5,leaning,12/25/2025
SGN-0146,R1-3,Multi-Way Stop Plaque,regulatory,,39.799789,-89.643045,Adams St,Cook St,5,active,12/25/2025,Type XI,3M,270,E,86,,,,SUP-0064,u_channel,galvanized_steel,80,5,leaning,12/25/2025
SGN-0147,D1-1,Street Name Sign,guide,COOK ST,39.799789,-89.643045,Adams St,Cook St,5,missing,12/25/2025,Type IX,3M,90,W,77,577,true,,SUP-0064,u_channel,galvanized_steel,80,5,leaning,12/25/2025
SGN-0148,R1-1,STOP,regulatory,STOP,39.799970,-89.644093,Spring St,Lindbergh Blvd,4,active,08/13/2023,Type III,Avery Dennison,270,E,83,,,,SUP-0065,u_channel,galvanized_steel,71,5,active,08/13/2023
SGN-0149,R1-3,Multi-Way Stop Plaque,regulatory,,39.799970,-89.644093,Spring St,Lindbergh Blvd,4,active,09/20/2025,Type III,Avery Dennison,90,W,83,182,true,,SUP-0065,u_channel,galvanized_steel,71,5,active,08/13/2023
SGN-0150,R1-1,STOP,regulatory,STOP,39.776212,-89.661200,Veterans Pkwy,6th St,4,active,12/08/2018,Type III,3M,0,S,86,,,,SUP-0066,wood,treated_wood,92,2,leaning,10/29/2013
SGN-0151,D1-1,Street Name Sign,guide,6TH ST,39.776212,-89.661200,Veterans Pkwy,6th St,4,active,10/29/2013,Type I,3M,0,S,89,,,,SUP-0066,wood,treated_wood,92,2,leaning,10/29/2013
SGN-0152,R7-8,No Parking Any Time,regulatory,NO PARKING ANY TIME,39.796702,-89.647367,9th St,5th St,4,active,09/30/2022,Type XI,,90,W,85,,,,SUP-0067,round_tube,galvanized_steel,89,4,active,09/30/2022
SGN-0153,D1-1,Street Name Sign,guide,5TH ST,39.796702,-89.647367,9th St,5th St,4,active,09/30/2022,Type III,,90,W,88,,,,SUP-0067,round_tube,galvanized_steel,89,4,active,09/30/2022
SGN-0154,R1-1,STOP,regulatory,STOP,39.798199,-89.650167,Walnut St,Stevenson Dr,5,missing,09/12/2025,Type XI,3M,270,E,80,,,,SUP-0068,u_channel,galvanized_steel,87,5,active,09/12/2025
SGN-0155,R1-3,Multi-Way Stop Plaque,regulatory,,39.798199,-89.650167,Walnut St,Stevenson Dr,5,active,09/12/2025,Type IX,Avery Dennison,270,E,88,,,,SUP-0068,u_channel,galvanized_steel,87,5,active,09/12/2025
SGN-0156,D1-1,Street Name Sign,guide,STEVENSON DR,39.798199,-89.650167,Walnut St,Stevenson Dr,5,active,09/12/2025,Type IX,3M,180,N,85,,,,SUP-0068,u_channel,galvanized_steel,87,5,active,09/12/2025
SGN-0157,D1-1,Street Name Sign,guide,STEVENSON DR,39.798199,-89.650167,Walnut St,Stevenson Dr,5,active,09/12/2025,Type IX,3M,270,E,86,,,,SUP-0068,u_channel,galvanized_steel,87,5,active,09/12/2025
SGN-0158,R1-1,STOP,regulatory,STOP,39.817547,-89.627903,Stanford Ave,South Grand Ave,2,active,10/10/2017,Type I,3M,90,W,83,,,148,SUP-0069,square_tube,aluminum,82,3,active,10/10/2017
SGN-0159,R1-3,Multi-Way Stop Plaque,regulatory,,39.817547,-89.627903,Stanford Ave,South Grand Ave,2,active,10/10/2017,Type I,Avery Dennison,180,N,89,43,false,268,SUP-0069,square_tube,aluminum,82,3,active,10/10/2017
SGN-0160,R1-1,STOP,regulatory,STOP,39.801261,-89.639267,2nd St,Spring St,2,faded,07/21/2017,Type III,Avery Dennison,270,E,87,,,264,SUP-0070,u_channel,galvanized_steel,90,4,active,07/21/2017
SGN-0161,D1-1,Street Name Sign,guide,SPRING ST,39.801261,-89.639267,2nd St,Spring St,3,active,07/21/2017,Type III,Avery Dennison,270,E,80,,,,SUP-0070,u_channel,galvanized_steel,90,4,active,07/21/2017
SGN-0162,R7-8,No Parking Any Time,regulatory,NO PARKING ANY TIME,39.803446,-89.646337,Capitol Ave,2nd St,2,active,06/08/2015,Type III,Avery Dennison,180,N,82,,,204,SUP-0071,round_tube,aluminum,81,5,leaning,06/08/2015
SGN-0163,D1-1,Street Name Sign,guide,2ND ST,39.803446,-89.646337,Capitol Ave,2nd St,3,active,06/09/2019,Type III,3M,90,W,85,,,,SUP-0071,round_tube,aluminum,81,5,leaning,06/08/2015
SGN-0164,S1-1,School Zone,school,SCHOOL ZONE,39.786386,-89.627116,Montvale Dr,Washington St,4,active,03/05/2018,Type IX,,90,W,85,,,,SUP-0072,square_tube,galvanized_steel,81,2,leaning,03/05/2018
SGN-0165,S3-1,School Speed Limit,school,SCHOOL SPEED LIMIT 15,39.786386,-89.627116,Montvale Dr,Washington St,4,active,08/24/2020,Type III,Avery Dennison,270,E,80,,,,SUP-0072,square_tube,galvanized_steel,81,2,leaning,03/05/2018
SGN-0166,R1-1,STOP,regulatory,STOP,39.754027,-89.616225,Archer Elevator Rd,Washington St,5,active,03/07/2021,Type XI,3M,90,W,78,585,true,,SUP-0073,u_channel,aluminum,86,4,active,04/20/2019
SGN-0167,R1-3,Multi-Way Stop Plaque,regulatory,,39.754027,-89.616225,Archer Elevator Rd,Washington St,4,active,11/22/2021,Type I,Avery Dennison,180,N,86,,,,SUP-0073,u_channel,aluminum,86,4,active,04/20/2019
SGN-0168,R1-1,STOP,regulatory,STOP,39.806150,-89.642652,2nd St,Jefferson St,3,obscured,12/26/2019,Type IX,Avery Dennison,270,E,90,,,,SUP-0074,square_tube,aluminum,90,2,leaning,12/26/2019
SGN-0169,D1-1,Street Name Sign,guide,JEFFERSON ST,39.806150,-89.642652,2nd St,Jefferson St,4,active,02/16/2023,Type IX,3M,180,N,79,,,,SUP-0074,square_tube,aluminum,90,2,leaning,12/26/2019
SGN-0170,R1-1,STOP,regulatory,STOP,39.804793,-89.640697,11th St,Stevenson Dr,5,active,01/01/2023,Type XI,3M,180,N,87,808,true,,SUP-0075,square_tube,aluminum,82,4,leaning,11/17/2017
SGN-0171,R1-3,Multi-Way Stop Plaque,regulatory,,39.804793,-89.640697,11th St,Stevenson Dr,3,active,11/17/2017,Type III,Avery Dennison,270,E,90,,,,SUP-0075,square_tube,aluminum,82,4,leaning,11/17/2017
SGN-0172,D1-1,Street Name Sign,guide,STEVENSON DR,39.804793,-89.640697,11th St,Stevenson Dr,2,damaged,11/17/2017,Type I,3M,180,N,79,54,true,344,SUP-0075,square_tube,aluminum,82,4,leaning,11/17/2017
SGN-0173,R6-1,One Way (arrow),regulatory,ONE WAY,39.796710,-89.643576,2nd St,Cook St,5,active,06/04/2024,Type XI,3M,180,N,94,567,true,,SUP-0076,u_channel,galvanized_steel,91,5,active,06/04/2024
SGN-0174,R5-1,Do Not Enter,regulatory,DO NOT ENTER,39.796710,-89.643576,2nd St,Cook St,5,active,06/04/2024,Type XI,3M,90,W,86,,,,SUP-0076,u_channel,galvanized_steel,91,5,active,06/04/2024
SGN-0175,R2-1,Speed Limit,regulatory,SPEED LIMIT 30,39.750000,-89.640954,Stevenson Dr,,2,active,05/13/2015,Type I,,180,N,84,,,124,SUP-0077,round_tube,galvanized_steel,90,3,active,05/13/2015
SGN-0176,D1-1,Street Name Sign,guide,STEVENSON DR,39.750000,-89.640954,Stevenson Dr,,3,active,05/13/2015,Type III,Avery Dennison,180,N,86,,,,SUP-0077,round_tube,galvanized_steel,90,3,active,05/13/2015
SGN-0177,R1-1,STOP,regulatory,STOP,39.799958,-89.647215,Washington St,Cook St,3,active,11/01/2022,Type IX,Avery Dennison,0,S,87,,,,SUP-0078,u_channel,galvanized_steel,80,5,active,11/01/2022
SGN-0178,R1-3,Multi-Way Stop Plaque,regulatory,,39.799958,-89.647215,Washington St,Cook St,4,active,11/01/2022,Type IX,3M,180,N,86,,,,SUP-0078,u_channel,galvanized_steel,80,5,active,11/01/2022
SGN-0179,D1-1,Street Name Sign,guide,COOK ST,39.799958,-89.647215,Washington St,Cook St,4,active,11/01/2022,Type XI,,90,W,79,,,,SUP-0078,u_channel,galvanized_steel,80,5,active,11/01/2022
SGN-0180,D1-1,Street Name Sign,guide,COOK ST,39.799958,-89.647215,Washington St,Cook St,5,active,10/07/2024,Type XI,3M,0,S,76,,,,SUP-0078,u_channel,galvanized_steel,80,5,active,11/01/2022
SGN-0181,R1-1,STOP,regulatory,STOP,39.798563,-89.645135,Edwards St,Washington St,4,active,08/08/2025,Type IX,,90,W,85,,,,SUP-0079,u_channel,aluminum,81,4,active,08/08/2025
SGN-0182,R1-3,Multi-Way Stop Plaque,regulatory,,39.798563,-89.645135,Edwards St,Washington St,4,active,08/08/2025,Type IX,3M,180,N,81,486,true,,SUP-0079,u_channel,aluminum,81,4,active,08/08/2025
SGN-0183,R1-1,STOP,regulatory,STOP,39.804658,-89.643677,Capitol Ave,5th St,4,active,03/18/2019,Type III,Avery Dennison,270,E,80,,,,SUP-0080,u_channel,galvanized_steel,81,3,active,03/18/2019
SGN-0184,D1-1,Street Name Sign,guide,5TH ST,39.804658,-89.643677,Capitol Ave,5th St,3,active,08/26/2020,Type III,3M,180,N,83,,,,SUP-0080,u_channel,galvanized_steel,81,3,active,03/18/2019
SGN-0185,R1-1,STOP,regulatory,STOP,39.806237,-89.645402,Wabash Ave,Jefferson St,5,active,11/26/2023,Type XI,Avery Dennison,270,E,84,616,true,,SUP-0081,round_tube,galvanized_steel,92,5,active,11/26/2023
SGN-0186,D1-1,Street Name Sign,guide,JEFFERSON ST,39.806237,-89.645402,Wabash Ave,Jefferson St,5,active,11/26/2023,Type III,,270,E,88,,,,SUP-0081,round_tube,galvanized_steel,92,5,active,11/26/2023
SGN-0187,R1-1,STOP,regulatory,STOP,39.804632,-89.640091,5th St,2nd St,4,active,10/08/2023,Type XI,Avery Dennison,0,S,84,776,true,,SUP-0082,u_channel,aluminum,82,5,active,10/08/2023
SGN-0188,D1-1,Street Name Sign,guide,2ND ST,39.804632,-89.640091,5th St,2nd St,3,active,10/08/2023,Type III,3M,0,S,86,237,true,,SUP-0082,u_channel,aluminum,82,5,active,10/08/2023
SGN-0189,R6-1,One Way (arrow),regulatory,ONE WAY,39.800531,-89.643959,Edwards St,Spring St,4,active,11/08/2015,Type I,,90,W,85,,,,SUP-0083,square_tube,aluminum,82,1,active,11/08/2015
SGN-0190,R5-1,Do Not Enter,regulatory,DO NOT ENTER,39.800531,-89.643959,Edwards St,Spring St,2,active,11/08/2015,Type IX,3M,270,E,83,,,323,SUP-0083,square_tube,aluminum,82,1,active,11/08/2015
SGN-0191,R2-1,Speed Limit,regulatory,SPEED LIMIT 30,39.822511,-89.651272,Stanford Ave,,4,missing,03/16/2023,Type XI,,180,N,84,,,,SUP-0084,u_channel,galvanized_steel,80,3,active,03/16/2023
SGN-0192,D1-1,Street Name Sign,guide,STANFORD AVE,39.822511,-89.651272,Stanford Ave,,4,active,03/16/2023,Type XI,Avery Dennison,90,W,81,,,,SUP-0084,u_channel,galvanized_steel,80,3,active,03/16/2023
SGN-0193,R1-1,STOP,regulatory,STOP,39.798330,-89.644216,Capitol Ave,J David Jones Pkwy,4,active,06/10/2021,Type IX,Avery Dennison,0,S,84,,,,SUP-0085,wood,wood,92,3,active,03/16/2019
SGN-0194,D1-1,Street Name Sign,guide,J DAVID JONES PKWY,39.798330,-89.644216,Capitol Ave,J David Jones Pkwy,4,removed,03/16/2019,Type I,3M,0,S,85,50,true,,SUP-0085,wood,wood,92,3,active,03/16/2019
SGN-0195,R1-1,STOP,regulatory,STOP,39.764879,-89.635790,Meadowbrook Rd,Lindbergh Blvd,3,active,10/03/2017,Type III,3M,180,N,80,,,,SUP-0086,u_channel,galvanized_steel,71,3,active,10/03/2017
SGN-0196,R1-3,Multi-Way Stop Plaque,regulatory,,39.764879,-89.635790,Meadowbrook Rd,Lindbergh Blvd,3,active,10/03/2017,Type IX,Avery Dennison,180,N,79,,,,SUP-0086,u_channel,galvanized_steel,71,3,active,10/03/2017
SGN-0197,D1-1,Street Name Sign,guide,LINDBERGH BLVD,39.764879,-89.635790,Meadowbrook Rd,Lindbergh Blvd,4,active,10/03/2017,Type III,Avery Dennison,180,N,87,,,,SUP-0086,u_channel,galvanized_steel,71,3,active,10/03/2017
SGN-0198,R1-1,STOP,regulatory,STOP,39.802996,-89.643293,Monroe St,Martin Luther King Dr,2,active,06/27/2014,Type I,3M,90,W,84,,,228,SUP-0087,u_channel,aluminum,101,1,damaged,06/27/2014
SGN-0199,D1-1,Street Name Sign,guide,MARTIN LUTHER KING DR,39.802996,-89.643293,Monroe St,Martin Luther King Dr,3,active,09/22/2017,Type I,Avery Dennison,90,W,75,,,,SUP-0087,u_channel,aluminum,101,1,damaged,06/27/2014
SGN-0200,R6-1,One Way (arrow),regulatory,ONE WAY,39.800194,-89.641040,Monroe St,Edwards St,5,active,12/06/2023,Type III,3M,270,E,89,,,,SUP-0088,wood,wood,102,4,active,12/06/2023
SGN-0201,R5-1,Do Not Enter,regulatory,DO NOT ENTER,39.800194,-89.641040,Monroe St,Edwards St,4,faded,12/06/2023,Type XI,,270,E,86,,,,SUP-0088,wood,wood,102,4,active,12/06/2023
SGN-0202,S1-1,School Zone,school,SCHOOL ZONE,39.818229,-89.650053,Glenwood Ave,,5,active,01/20/2022,Type IX,3M,90,W,85,,,,SUP-0089,u_channel,galvanized_steel,74,4,rusted,01/20/2022
SGN-0203,S3-1,School Speed Limit,school,SCHOOL SPEED LIMIT 15,39.818229,-89.650053,Glenwood Ave,,4,active,01/20/2022,Type XI,3M,180,N,85,,,,SUP-0089,u_channel,galvanized_steel,74,4,rusted,01/20/2022
SGN-0204,S1-1,School Zone,school,SCHOOL ZONE,39.812139,-89.626550,White Oaks Ln,Spring St,2,damaged,01/06/2019,Type XI,,0,S,82,,,350,SUP-0090,u_channel,aluminum,83,4,active,07/15/2014
SGN-0205,S3-1,School Speed Limit,school,SCHOOL SPEED LIMIT 20,39.812139,-89.626550,White Oaks Ln,Spring St,2,faded,06/20/2018,Type III,Avery Dennison,0,S,88,,,344,SUP-0090,u_channel,aluminum,83,4,active,07/15/2014
SGN-0206,R1-1,STOP,regulatory,STOP,39.798864,-89.639689,9th St,Capitol Ave,1,faded,08/16/2016,Type I,3M,0,S,84,36,false,86,SUP-0091,u_channel,galvanized_steel,90,5,active,08/16/2016
SGN-0207,R1-3,Multi-Way Stop Plaque,regulatory,,39.798864,-89.639689,9th St,Capitol Ave,4,active,08/04/2020,Type III,3M,180,N,84,,,,SUP-0091,u_channel,galvanized_steel,90,5,active,08/16/2016
SGN-0208,D1-1,Street Name Sign,guide,CAPITOL AVE,39.798864,-89.639689,9th St,Capitol Ave,1,missing,08/16/2016,Type III,,180,N,90,,,90,SUP-0091,u_channel,galvanized_steel,90,5,active,08/16/2016
SGN-0209,R1-1,STOP,regulatory,STOP,39.793991,-89.646179,Capitol Ave,Chatham Rd,2,active,09/14/2019,Type III,3M,90,W,86,,,343,SUP-0092,round_tube,aluminum,89,3,active,09/14/2019
SGN-0210,R1-3,Multi-Way Stop Plaque,regulatory,,39.793991,-89.646179,Capitol Ave,Chatham Rd,3,obscured,09/14/2019,Type IX,Avery Dennison,180,N,81,288,true,,SUP-0092,round_tube,aluminum,89,3,active,09/14/2019
SGN-0211,D1-1,Street Name Sign,guide,CHATHAM RD,39.793991,-89.646179,Capitol Ave,Chatham Rd,4,replaced,07/08/2021,Type III,Avery Dennison,180,N,83,,,,SUP-0092,round_tube,aluminum,89,3,active,09/14/2019
SGN-0212,D1-1,Street Name Sign,guide,CHATHAM RD,39.793991,-89.646179,Capitol Ave,Chatham Rd,2,obscured,09/14/2019,Type IX,3M,90,W,96,,,193,SUP-0092,round_tube,aluminum,89,3,active,09/14/2019
SGN-0213,R1-1,STOP,regulatory,STOP,39.800997,-89.642996,Edwards St,6th St,5,active,12/27/2024,Type III,3M,90,W,84,,,,SUP-0093,u_channel,aluminum,84,4,active,10/23/2023
SGN-0214,R1-3,Multi-Way Stop Plaque,regulatory,,39.800997,-89.642996,Edwards St,6th St,3,active,10/23/2023,Type IX,Avery Dennison,270,E,83,,,,SUP-0093,u_channel,aluminum,84,4,active,10/23/2023
SGN-0215,R1-1,STOP,regulatory,STOP,39.773829,-89.651239,Veterans Pkwy,Glenwood Ave,2,faded,01/03/2012,Type I,3M,180,N,83,,,230,SUP-0094,square_tube,galvanized_steel,84,3,active,01/03/2012
SGN-0216,R1-3,Multi-Way Stop Plaque,regulatory,,39.773829,-89.651239,Veterans Pkwy,Glenwood Ave,3,active,01/03/2012,Type I,3M,90,W,78,33,false,,SUP-0094,square_tube,galvanized_steel,84,3,active,01/03/2012
SGN-0217,D1-1,Street Name Sign,guide,GLENWOOD AVE,39.773829,-89.651239,Veterans Pkwy,Glenwood Ave,4,active,01/03/2012,Type III,3M,270,E,84,,,,SUP-0094,square_tube,galvanized_steel,84,3,active,01/03/2012
SGN-0218,W3-1,Stop Ahead,warning,,39.761508,-89.602532,Chatham Rd,South Grand Ave,4,obscured,01/05/2019,Type IX,Avery Dennison,90,W,85,,,,SUP-0095,u_channel,aluminum,87,1,rusted,01/05/2019
SGN-0219,W16-7p,Arrow Plaque (auxiliary),warning,,39.761508,-89.602532,Chatham Rd,South Grand Ave,4,obscured,09/26/2021,Type I,3M,90,W,86,,,,SUP-0095,u_channel,aluminum,87,1,rusted,01/05/2019
SGN-0220,R1-1,STOP,regulatory,STOP,39.795100,-89.643930,Monroe St,Glenwood Ave,2,active,09/10/2018,Type IX,,180,N,82,409,true,227,SUP-0096,mast_arm,steel,157,3,active,09/10/2018
SGN-0221,R1-3,Multi-Way Stop Plaque,regulatory,,39.795100,-89.643930,Monroe St,Glenwood Ave,5,active,09/10/2018,Type III,Avery Dennison,90,W,79,,,,SUP-0096,mast_arm,steel,157,3,active,09/10/2018
SGN-0222,D1-1,Street Name Sign,guide,GLENWOOD AVE,39.795100,-89.643930,Monroe St,Glenwood Ave,4,active,09/10/2018,Type IX,3M,270,E,87,,,,SUP-0096,mast_arm,steel,157,3,active,09/10/2018
SGN-0223,R1-1,STOP,regulatory,STOP,39.793704,-89.641732,MacArthur Blvd,Martin Luther King Dr,3,active,03/02/2022,Type IX,3M,90,W,80,,,,SUP-0097,u_channel,galvanized_steel,80,4,damaged,03/02/2022
SGN-0224,R1-3,Multi-Way Stop Plaque,regulatory,,39.793704,-89.641732,MacArthur Blvd,Martin Luther King Dr,3,active,03/02/2022,Type XI,3M,0,S,81,587,true,,SUP-0097,u_channel,galvanized_steel,80,4,damaged,03/02/2022
SGN-0225,D1-1,Street Name Sign,guide,MARTIN LUTHER KING DR,39.793704,-89.641732,MacArthur Blvd,Martin Luther King Dr,3,active,03/02/2022,Type IX,3M,90,W,83,440,true,,SUP-0097,u_channel,galvanized_steel,80,4,damaged,03/02/2022
SGN-0226,R6-1,One Way (arrow),regulatory,ONE WAY,39.801738,-89.645055,Cook St,Monroe St,3,active,05/18/2023,Type XI,3M,180,N,77,,,,SUP-0098,u_channel,galvanized_steel,91,3,active,05/18/2023
SGN-0227,R5-1,Do Not Enter,regulatory,DO NOT ENTER,39.801738,-89.645055,Cook St,Monroe St,5,damaged,05/18/2023,Type IX,3M,180,N,86,,,,SUP-0098,u_channel,galvanized_steel,91,3,active,05/18/2023
SGN-0228,W11-2,Pedestrian Crossing,warning,,39.795796,-89.638743,Capitol Ave,Monroe St,5,active,11/24/2024,Type IX,3M,180,N,83,,,,SUP-0099,u_channel,galvanized_steel,80,5,active,11/24/2024
SGN-0229,R9-7,Pedestrian Crossing,regulatory,,39.795796,-89.638743,Capitol Ave,Monroe St,5,active,11/24/2024,Type III,3M,0,S,87,156,true,,SUP-0099,u_channel,galvanized_steel,80,5,active,11/24/2024
SGN-0230,R1-1,STOP,regulatory,STOP,39.760666,-89.675490,Dirksen Pkwy,Martin Luther King Dr,5,active,02/03/2026,Type XI,Avery Dennison,0,S,80,,,,SUP-0100,square_tube,aluminum,83,5,active,02/03/2026
SGN-0231,D1-1,Street Name Sign,guide,MARTIN LUTHER KING DR,39.760666,-89.675490,Dirksen Pkwy,Martin Luther King Dr,4,active,02/03/2026,Type XI,3M,270,E,82,626,true,,SUP-0100,square_tube,aluminum,83,5,active,02/03/2026
SGN-0232,R1-1,STOP,regulatory,STOP,39.811502,-89.654634,Rutledge St,Monroe St,5,active,09/03/2017,Type III,3M,270,E,87,,,,SUP-0101,u_channel,aluminum,83,4,active,09/03/2017
SGN-0233,R1-3,Multi-Way Stop Plaque,regulatory,,39.811502,-89.654634,Rutledge St,Monroe St,2,faded,09/03/2017,Type I,Avery Dennison,270,E,82,,,314,SUP-0101,u_channel,aluminum,83,4,active,09/03/2017
